Timestamp,adc_value_raw,adc_value_scaled
2025-07-05T03:57:58.515Z,2341,0.571673
2025-07-05T03:58:03.496Z,2342,0.571917
2025-07-05T03:58:31.458Z,2351,0.574115
2025-07-05T03:58:36.466Z,2654,0.648107
2025-07-05T03:58:41.475Z,2651,0.647375
2025-07-05T03:58:46.484Z,2664,0.650549
2025-07-05T03:58:51.453Z,2650,0.647131
2025-07-05T03:58:56.462Z,2633,0.642979
2025-07-05T03:59:01.475Z,2623,0.640537
2025-07-05T03:59:06.484Z,2619,0.639560
2025-07-05T03:59:11.454Z,2631,0.642491
2025-07-05T03:59:16.463Z,2643,0.645421
2025-07-05T03:59:21.472Z,2605,0.636142
2025-07-05T03:59:26.482Z,2613,0.638095
2025-07-05T03:59:31.452Z,2619,0.639560
2025-07-05T03:59:36.462Z,2637,0.643956
2025-07-05T03:59:41.471Z,2621,0.640049
2025-07-05T03:59:46.480Z,2615,0.638584
2025-07-05T03:59:51.489Z,2619,0.639560
2025-07-05T03:59:56.459Z,2632,0.642735
2025-07-05T04:00:01.468Z,2632,0.642735
2025-07-05T04:00:06.480Z,2619,0.639560
2025-07-05T04:00:11.489Z,2624,0.640781
2025-07-05T04:00:16.459Z,2630,0.642247
2025-07-05T04:00:21.468Z,2616,0.638828
2025-07-05T04:00:26.478Z,2620,0.639805
2025-07-05T04:00:31.489Z,2616,0.638828
2025-07-05T04:00:36.459Z,2611,0.637607
2025-07-05T04:00:41.468Z,2619,0.639560
2025-07-05T04:00:46.477Z,2615,0.638584
2025-07-05T04:00:51.487Z,2621,0.640049
2025-07-05T04:00:56.456Z,2615,0.638584
2025-07-05T04:01:01.465Z,2663,0.650305
2025-07-05T04:01:06.474Z,2613,0.638095
2025-07-05T04:01:11.484Z,2617,0.639072
2025-07-05T04:01:16.454Z,2613,0.638095
2025-07-05T04:01:21.463Z,2631,0.642491
2025-07-05T04:01:26.473Z,2617,0.639072
2025-07-05T04:01:31.482Z,2615,0.638584
2025-07-05T04:01:36.452Z,2615,0.638584
2025-07-05T04:01:41.461Z,2611,0.637607
2025-07-05T04:01:46.470Z,2589,0.632234
2025-07-05T04:01:51.479Z,2608,0.636874
2025-07-05T04:01:56.488Z,2601,0.635165
2025-07-05T04:02:01.457Z,2613,0.638095
2025-07-05T04:02:06.466Z,2605,0.636142
2025-07-05T04:02:11.475Z,2600,0.634921
2025-07-05T04:02:16.486Z,2589,0.632234
2025-07-05T04:02:21.456Z,2609,0.637118
2025-07-05T04:02:26.465Z,2611,0.637607
2025-07-05T04:02:31.474Z,2613,0.638095
2025-07-05T04:02:36.484Z,2605,0.636142
2025-07-05T04:02:41.455Z,2603,0.635653
2025-07-05T04:02:46.464Z,2602,0.635409
2025-07-05T04:02:51.473Z,2594,0.633455
2025-07-05T04:02:56.483Z,2584,0.631013
2025-07-05T04:03:01.452Z,2603,0.635653
2025-07-05T04:03:06.461Z,2601,0.635165
2025-07-05T04:03:11.470Z,2605,0.636142
2025-07-05T04:03:16.479Z,2608,0.636874
