Timestamp,adc_value_raw,adc_value_scaled
2025-07-07T04:44:42.552Z,1816,0.443468
2025-07-07T04:44:47.525Z,1821,0.444689
2025-07-07T04:44:52.514Z,1814,0.442979
2025-07-07T04:45:41.997Z,2339,0.571184
2025-07-07T04:45:47.006Z,2280,0.556777
2025-07-07T04:45:52.015Z,2333,0.569719
2025-07-07T04:45:57.024Z,2247,0.548718
2025-07-07T04:46:01.993Z,2295,0.560440
2025-07-07T04:46:07.006Z,2235,0.545788
2025-07-07T04:46:12.016Z,2223,0.542857
2025-07-07T04:46:17.026Z,2255,0.550672
2025-07-07T04:46:21.996Z,2234,0.545543
2025-07-07T04:46:27.005Z,2217,0.541392
2025-07-07T04:46:32.016Z,2217,0.541392
2025-07-07T04:46:37.026Z,2217,0.541392
2025-07-07T04:46:41.996Z,2201,0.537485
2025-07-07T04:46:47.005Z,2203,0.537973
2025-07-07T04:46:52.014Z,2199,0.536996
2025-07-07T04:46:57.023Z,2211,0.539927
2025-07-07T04:47:01.992Z,2215,0.540904
2025-07-07T04:47:07.001Z,2223,0.542857
2025-07-07T04:47:12.010Z,2223,0.542857
2025-07-07T04:47:17.019Z,2220,0.542125
2025-07-07T04:47:21.988Z,2222,0.542613
2025-07-07T04:47:26.997Z,2215,0.540904
2025-07-07T04:47:32.007Z,2222,0.542613
2025-07-07T04:47:37.017Z,2227,0.543834
2025-07-07T04:47:42.027Z,2212,0.540171
2025-07-07T04:47:46.996Z,2217,0.541392
2025-07-07T04:47:52.005Z,2213,0.540415
2025-07-07T04:47:57.015Z,2200,0.537241
2025-07-07T04:48:02.024Z,2165,0.528694
2025-07-07T04:48:06.993Z,2193,0.535531
2025-07-07T04:48:12.002Z,2200,0.537241
2025-07-07T04:48:17.011Z,2196,0.536264
2025-07-07T04:48:22.020Z,2200,0.537241
2025-07-07T04:48:26.989Z,2216,0.541148
2025-07-07T04:48:32.000Z,2217,0.541392
2025-07-07T04:48:37.009Z,2247,0.548718
2025-07-07T04:48:42.019Z,2229,0.544322
2025-07-07T04:48:46.988Z,2213,0.540415
2025-07-07T04:48:51.998Z,2215,0.540904
2025-07-07T04:48:57.007Z,2224,0.543101
2025-07-07T04:49:02.016Z,2227,0.543834
2025-07-07T04:49:07.025Z,2223,0.542857
2025-07-07T04:49:11.994Z,2229,0.544322
2025-07-07T04:49:17.003Z,2216,0.541148
2025-07-07T04:49:22.014Z,2229,0.544322
2025-07-07T04:49:27.024Z,2237,0.546276
2025-07-07T04:49:31.993Z,2238,0.546520
2025-07-07T04:49:37.002Z,2236,0.546032
2025-07-07T04:49:42.012Z,2231,0.544811
2025-07-07T04:49:47.022Z,2216,0.541148
2025-07-07T04:49:51.992Z,2224,0.543101
2025-07-07T04:49:57.001Z,2201,0.537485
2025-07-07T04:50:02.010Z,2211,0.539927
2025-07-07T04:50:07.019Z,2207,0.538950
2025-07-07T04:50:11.988Z,2217,0.541392
2025-07-07T04:50:16.998Z,2204,0.538217
2025-07-07T04:50:22.008Z,2207,0.538950
2025-07-07T04:50:27.017Z,2205,0.538462
2025-07-07T04:50:32.026Z,2205,0.538462
2025-07-07T04:50:36.995Z,2196,0.536264
2025-07-07T04:50:42.004Z,2188,0.534310
2025-07-07T04:50:47.015Z,2189,0.534554
2025-07-07T04:50:52.025Z,2191,0.535043
2025-07-07T04:50:56.995Z,2169,0.529670
2025-07-07T04:51:02.004Z,2175,0.531136
2025-07-07T04:51:07.013Z,2166,0.528938
2025-07-07T04:51:12.023Z,2176,0.531380
2025-07-07T04:51:16.992Z,2171,0.530159
2025-07-07T04:51:22.001Z,2187,0.534066
2025-07-07T04:51:27.011Z,2169,0.529670
2025-07-07T04:51:32.021Z,2167,0.529182
2025-07-07T04:51:36.990Z,2168,0.529426
