Timestamp,adc_value_raw,adc_value_scaled
2025-07-08T05:16:32.595Z,2771,0.676679
2025-07-08T05:16:37.577Z,2766,0.675458
2025-07-08T05:16:42.596Z,2778,0.678388
2025-07-08T05:16:53.810Z,2907,0.709890
2025-07-08T05:16:58.819Z,2907,0.709890
2025-07-08T05:17:03.828Z,2925,0.714286
2025-07-08T05:17:08.837Z,2918,0.712576
2025-07-08T05:17:13.806Z,2919,0.712821
2025-07-08T05:17:18.818Z,2908,0.710134
2025-07-08T05:17:23.829Z,2915,0.711844
2025-07-08T05:17:28.839Z,2917,0.712332
2025-07-08T05:17:33.808Z,2932,0.715995
2025-07-08T05:17:38.818Z,2920,0.713065
2025-07-08T05:17:43.832Z,2915,0.711844
2025-07-08T05:17:48.843Z,2911,0.710867
2025-07-08T05:17:53.814Z,2921,0.713309
2025-07-08T05:17:58.826Z,2923,0.713797
2025-07-08T05:18:03.835Z,2904,0.709158
2025-07-08T05:18:08.844Z,2921,0.713309
2025-07-08T05:18:13.813Z,2905,0.709402
2025-07-08T05:18:18.822Z,2919,0.712821
2025-07-08T05:18:23.833Z,2910,0.710623
2025-07-08T05:18:28.843Z,2913,0.711355
2025-07-08T05:18:33.818Z,2920,0.713065
2025-07-08T05:18:38.827Z,2915,0.711844
2025-07-08T05:18:43.837Z,2919,0.712821
2025-07-08T05:18:48.808Z,2915,0.711844
2025-07-08T05:18:53.817Z,2915,0.711844
2025-07-08T05:18:58.829Z,2915,0.711844
2025-07-08T05:19:03.840Z,2905,0.709402
2025-07-08T05:19:08.811Z,2909,0.710379
2025-07-08T05:19:13.822Z,2905,0.709402
2025-07-08T05:19:18.833Z,2916,0.712088
2025-07-08T05:19:23.844Z,2905,0.709402
2025-07-08T05:19:28.815Z,2910,0.710623
2025-07-08T05:19:33.827Z,2894,0.706716
2025-07-08T05:19:38.836Z,2909,0.710379
2025-07-08T05:19:43.808Z,2899,0.707937
2025-07-08T05:19:48.817Z,2901,0.708425
2025-07-08T05:19:53.828Z,2903,0.708913
2025-07-08T05:19:58.839Z,2901,0.708425
2025-07-08T05:20:03.811Z,2901,0.708425
2025-07-08T05:20:08.822Z,2903,0.708913
2025-07-08T05:20:13.832Z,2905,0.709402
2025-07-08T05:20:18.843Z,2895,0.706960
2025-07-08T05:20:23.814Z,2913,0.711355
2025-07-08T05:20:28.823Z,2891,0.705983
2025-07-08T05:20:33.833Z,2891,0.705983
