Timestamp,adc_value_raw,adc_value_scaled
2025-07-06T03:58:18.519Z,2228,0.544078
2025-07-06T03:58:23.530Z,2228,0.544078
2025-07-06T03:58:28.552Z,2211,0.539927
2025-07-06T03:59:06.803Z,2451,0.598535
2025-07-06T03:59:11.813Z,2453,0.599023
2025-07-06T03:59:16.822Z,2476,0.604640
2025-07-06T03:59:21.832Z,2451,0.598535
2025-07-06T03:59:26.801Z,2411,0.588767
2025-07-06T03:59:31.813Z,2409,0.588278
2025-07-06T03:59:36.822Z,2407,0.587790
2025-07-06T03:59:41.832Z,2413,0.589255
2025-07-06T03:59:46.801Z,2405,0.587302
2025-07-06T03:59:51.810Z,2407,0.587790
2025-07-06T03:59:56.821Z,2394,0.584615
2025-07-06T04:00:01.831Z,2389,0.583394
2025-07-06T04:00:06.840Z,2395,0.584860
2025-07-06T04:00:11.809Z,2388,0.583150
2025-07-06T04:00:16.818Z,2375,0.579976
2025-07-06T04:00:21.827Z,2362,0.576801
2025-07-06T04:00:26.836Z,2376,0.580220
2025-07-06T04:00:31.808Z,2380,0.581197
2025-07-06T04:00:36.817Z,2383,0.581929
2025-07-06T04:00:41.826Z,2367,0.578022
2025-07-06T04:00:46.836Z,2397,0.585348
2025-07-06T04:00:51.807Z,2377,0.580464
2025-07-06T04:00:56.820Z,2375,0.579976
2025-07-06T04:01:01.833Z,2380,0.581197
2025-07-06T04:01:06.803Z,2379,0.580952
2025-07-06T04:01:11.812Z,2377,0.580464
2025-07-06T04:01:16.821Z,2365,0.577534
2025-07-06T04:01:21.831Z,2380,0.581197
2025-07-06T04:01:26.801Z,2360,0.576313
2025-07-06T04:01:31.812Z,2351,0.574115
2025-07-06T04:01:36.822Z,2347,0.573138
2025-07-06T04:01:41.832Z,2351,0.574115
2025-07-06T04:01:46.802Z,2344,0.572405
2025-07-06T04:01:51.813Z,2345,0.572650
2025-07-06T04:01:56.824Z,2344,0.572405
2025-07-06T04:02:01.833Z,2331,0.569231
2025-07-06T04:02:06.804Z,2335,0.570208
2025-07-06T04:02:11.814Z,2340,0.571429
2025-07-06T04:02:16.824Z,2343,0.572161
2025-07-06T04:02:21.833Z,2345,0.572650
2025-07-06T04:02:26.802Z,2351,0.574115
2025-07-06T04:02:31.812Z,2342,0.571917
2025-07-06T04:02:36.821Z,2345,0.572650
2025-07-06T04:02:41.830Z,2319,0.566300
2025-07-06T04:02:46.840Z,2344,0.572405
2025-07-06T04:02:51.811Z,2360,0.576313
2025-07-06T04:02:56.820Z,2349,0.573626
2025-07-06T04:03:01.829Z,2345,0.572650
2025-07-06T04:03:06.839Z,2362,0.576801
2025-07-06T04:03:11.809Z,2349,0.573626
2025-07-06T04:03:16.819Z,2359,0.576068
2025-07-06T04:03:21.829Z,2349,0.573626
2025-07-06T04:03:26.840Z,2333,0.569719
2025-07-06T04:03:31.813Z,2350,0.573871
2025-07-06T04:03:36.822Z,2356,0.575336
2025-07-06T04:03:41.831Z,2360,0.576313
2025-07-06T04:03:46.840Z,2377,0.580464
2025-07-06T04:03:51.810Z,2359,0.576068
2025-07-06T04:03:56.822Z,2341,0.571673
2025-07-06T04:04:01.834Z,2347,0.573138
2025-07-06T04:04:06.803Z,2345,0.572650
2025-07-06T04:04:11.814Z,2344,0.572405
2025-07-06T04:04:16.823Z,2350,0.573871
2025-07-06T04:04:21.833Z,2345,0.572650
2025-07-06T04:04:26.803Z,2347,0.573138
2025-07-06T04:04:31.814Z,2341,0.571673
2025-07-06T04:04:36.824Z,2332,0.569475
2025-07-06T04:04:41.833Z,2323,0.567277
2025-07-06T04:04:46.805Z,2324,0.567521
2025-07-06T04:04:51.814Z,2325,0.567766
2025-07-06T04:04:56.823Z,2333,0.569719
2025-07-06T04:05:01.832Z,2331,0.569231
2025-07-06T04:05:06.801Z,2331,0.569231
2025-07-06T04:05:11.810Z,2332,0.569475
2025-07-06T04:05:16.819Z,2323,0.567277
2025-07-06T04:05:21.830Z,2336,0.570452
2025-07-06T04:05:26.839Z,2360,0.576313
2025-07-06T04:05:31.808Z,2335,0.570208
2025-07-06T04:05:36.818Z,2329,0.568742
2025-07-06T04:05:41.830Z,2327,0.568254
2025-07-06T04:05:46.803Z,2328,0.568498
2025-07-06T04:05:51.812Z,2321,0.566789
2025-07-06T04:05:56.821Z,2321,0.566789
2025-07-06T04:06:01.830Z,2333,0.569719
2025-07-06T04:06:06.840Z,2339,0.571184
2025-07-06T04:06:11.809Z,2329,0.568742
2025-07-06T04:06:16.819Z,2336,0.570452
2025-07-06T04:06:21.828Z,2335,0.570208
2025-07-06T04:06:26.839Z,2335,0.570208
2025-07-06T04:06:31.809Z,2344,0.572405
2025-07-06T04:06:36.818Z,2339,0.571184
2025-07-06T04:06:41.827Z,2341,0.571673
2025-07-06T04:06:46.836Z,2342,0.571917
2025-07-06T04:06:51.806Z,2340,0.571429
2025-07-06T04:06:56.816Z,2335,0.570208
2025-07-06T04:07:01.826Z,2332,0.569475
2025-07-06T04:07:06.835Z,2331,0.569231
2025-07-06T04:07:11.804Z,2335,0.570208
2025-07-06T04:07:16.813Z,2331,0.569231
2025-07-06T04:07:21.822Z,2322,0.567033
2025-07-06T04:07:26.831Z,2324,0.567521
2025-07-06T04:07:31.801Z,2315,0.565324
2025-07-06T04:07:36.810Z,2328,0.568498
2025-07-06T04:07:41.819Z,2331,0.569231
2025-07-06T04:07:46.828Z,2331,0.569231
2025-07-06T04:07:51.839Z,2325,0.567766
2025-07-06T04:07:56.808Z,2335,0.570208
2025-07-06T04:08:01.818Z,2329,0.568742
2025-07-06T04:08:06.828Z,2324,0.567521
2025-07-06T04:08:11.837Z,2329,0.568742
2025-07-06T04:08:16.806Z,2327,0.568254
2025-07-06T04:08:21.816Z,2331,0.569231
2025-07-06T04:08:26.826Z,2324,0.567521
2025-07-06T04:08:31.835Z,2324,0.567521
2025-07-06T04:08:36.805Z,2329,0.568742
2025-07-06T04:08:41.815Z,2325,0.567766
2025-07-06T04:08:46.824Z,2327,0.568254
2025-07-06T04:08:51.833Z,2328,0.568498
2025-07-06T04:08:56.802Z,2326,0.568010
2025-07-06T04:09:01.811Z,2324,0.567521
2025-07-06T04:09:06.820Z,2323,0.567277
2025-07-06T04:09:11.830Z,2329,0.568742
2025-07-06T04:09:16.839Z,2324,0.567521
2025-07-06T04:09:21.812Z,2325,0.567766
2025-07-06T04:09:26.821Z,2327,0.568254
2025-07-06T04:09:31.830Z,2335,0.570208
2025-07-06T04:09:36.839Z,2323,0.567277
2025-07-06T04:09:41.808Z,2330,0.568987
2025-07-06T04:09:46.818Z,2327,0.568254
2025-07-06T04:09:51.829Z,2324,0.567521
2025-07-06T04:09:56.801Z,2329,0.568742
2025-07-06T04:10:01.810Z,2330,0.568987
2025-07-06T04:10:06.819Z,2329,0.568742
2025-07-06T04:10:11.828Z,2323,0.567277
2025-07-06T04:10:16.839Z,2325,0.567766
2025-07-06T04:10:21.808Z,2302,0.562149
2025-07-06T04:10:26.817Z,2316,0.565568
2025-07-06T04:10:31.826Z,2319,0.566300
