Timestamp,adc_value_raw,adc_value_scaled
2025-07-03T03:58:59.440Z,1860,0.454212
2025-07-03T03:59:04.416Z,1855,0.452991
2025-07-03T03:59:28.875Z,1847,0.451038
2025-07-03T03:59:33.883Z,2013,0.491575
2025-07-03T03:59:38.892Z,2040,0.498168
2025-07-03T03:59:43.901Z,2043,0.498901
2025-07-03T03:59:48.910Z,2053,0.501343
2025-07-03T03:59:53.879Z,2042,0.498657
2025-07-03T03:59:58.901Z,2030,0.495726
2025-07-03T04:00:03.910Z,2025,0.494505
2025-07-03T04:00:08.879Z,2031,0.495971
2025-07-03T04:00:13.888Z,2025,0.494505
2025-07-03T04:00:18.897Z,2026,0.494750
2025-07-03T04:00:23.908Z,2020,0.493284
2025-07-03T04:00:28.878Z,2030,0.495726
2025-07-03T04:00:33.887Z,2017,0.492552
2025-07-03T04:00:38.897Z,2025,0.494505
2025-07-03T04:00:43.906Z,2032,0.496215
2025-07-03T04:00:48.875Z,2029,0.495482
2025-07-03T04:00:53.884Z,2020,0.493284
2025-07-03T04:00:58.893Z,2043,0.498901
2025-07-03T04:01:03.902Z,2040,0.498168
2025-07-03T04:01:08.874Z,2036,0.497192
2025-07-03T04:01:13.884Z,2043,0.498901
2025-07-03T04:01:18.893Z,2057,0.502320
2025-07-03T04:01:23.903Z,2041,0.498413
2025-07-03T04:01:28.874Z,2037,0.497436
2025-07-03T04:01:33.883Z,2029,0.495482
2025-07-03T04:01:38.892Z,2035,0.496947
2025-07-03T04:01:43.902Z,2029,0.495482
2025-07-03T04:01:48.911Z,2043,0.498901
2025-07-03T04:01:53.881Z,2039,0.497924
2025-07-03T04:01:58.891Z,2038,0.497680
2025-07-03T04:02:03.900Z,2037,0.497436
2025-07-03T04:02:08.909Z,2055,0.501832
2025-07-03T04:02:13.878Z,2035,0.496947
2025-07-03T04:02:18.887Z,2039,0.497924
2025-07-03T04:02:23.896Z,2027,0.494994
2025-07-03T04:02:28.905Z,2043,0.498901
2025-07-03T04:02:33.875Z,2027,0.494994
2025-07-03T04:02:38.884Z,2029,0.495482
2025-07-03T04:02:43.893Z,2028,0.495238
2025-07-03T04:02:48.902Z,2031,0.495971
2025-07-03T04:02:53.911Z,2026,0.494750
2025-07-03T04:02:58.881Z,2029,0.495482
2025-07-03T04:03:03.890Z,2035,0.496947
2025-07-03T04:03:08.899Z,2027,0.494994
2025-07-03T04:03:13.909Z,2023,0.494017
2025-07-03T04:03:18.878Z,2024,0.494261
2025-07-03T04:03:23.888Z,2021,0.493529
2025-07-03T04:03:28.897Z,2025,0.494505
2025-07-03T04:03:33.907Z,2024,0.494261
2025-07-03T04:03:38.878Z,2023,0.494017
2025-07-03T04:03:43.888Z,2020,0.493284
2025-07-03T04:03:48.899Z,2023,0.494017
2025-07-03T04:03:53.909Z,2013,0.491575
2025-07-03T04:03:58.878Z,2021,0.493529
2025-07-03T04:04:03.888Z,2024,0.494261
2025-07-03T04:04:08.899Z,2025,0.494505
2025-07-03T04:04:13.909Z,2027,0.494994
2025-07-03T04:04:18.878Z,2023,0.494017
2025-07-03T04:04:23.888Z,2027,0.494994
2025-07-03T04:04:28.898Z,2025,0.494505
